"Var","variable","value","id","League"
"Posession","Away","54%",395500,"Premier League"
"Shots","Home","10",395500,"Premier League"
"Shots","Away","16",395500,"Premier League"
"Goals","Home","0",395500,"Premier League"
"Goals","Away","1",395500,"Premier League"
"Posession","Home","47%",395433,"Premier League"
"Posession","Away","53%",395433,"Premier League"
"Shots","Home","13",395433,"Premier League"
"Shots","Away","22",395433,"Premier League"
"Goals","Home","2",395433,"Premier League"
"Goals","Away","4",395433,"Premier League"
"Posession","Home","52%",422661,"Premier League"
"Posession","Away","48%",422661,"Premier League"
"Shots","Home","11",422661,"Premier League"
"Shots","Away","17",422661,"Premier League"
"Goals","Home","2",422661,"Premier League"
"Goals","Away","2",422661,"Premier League"
"Posession","Home","35%",422629,"Premier League"
"Posession","Away","65%",422629,"Premier League"
"Shots","Home","9",422629,"Premier League"
"Shots","Away","11",422629,"Premier League"
"Goals","Home","2",422629,"Premier League"
"Goals","Away","1",422629,"Premier League"
"Posession","Home","59%",422518,"Premier League"
"Posession","Away","41%",422518,"Premier League"
"Shots","Home","10",422518,"Premier League"
"Shots","Away","16",422518,"Premier League"
"Goals","Home","0",422518,"Premier League"
"Goals","Away","3",422518,"Premier League"
"Posession","Home","53%",422512,"Premier League"
"Posession","Away","47%",422512,"Premier League"
"Shots","Home","13",422512,"Premier League"
"Shots","Away","13",422512,"Premier League"
"Goals","Home","2",422512,"Premier League"
"Goals","Away","1",422512,"Premier League"
"Posession","Home","55%",422473,"Premier League"
"Posession","Away","45%",422473,"Premier League"
"Shots","Home","19",422473,"Premier League"
"Shots","Away","9",422473,"Premier League"
"Goals","Home","2",422473,"Premier League"
"Goals","Away","1",422473,"Premier League"
"Posession","Home","57%",422452,"Premier League"
"Posession","Away","43%",422452,"Premier League"
"Shots","Home","10",422452,"Premier League"
"Shots","Away","13",422452,"Premier League"
"Goals","Home","1",422452,"Premier League"
"Goals","Away","0",422452,"Premier League"
"Posession","Home","39%",422337,"Premier League"
"Posession","Away","61%",422337,"Premier League"
"Shots","Home","12",422337,"Premier League"
"Shots","Away","8",422337,"Premier League"
"Goals","Home","1",422337,"Premier League"
"Goals","Away","0",422337,"Premier League"
"Posession","Home","38%",422322,"Premier League"
"Posession","Away","62%",422322,"Premier League"
"Shots","Home","18",422322,"Premier League"
"Shots","Away","9",422322,"Premier League"
"Goals","Home","4",422322,"Premier League"
"Goals","Away","0",422322,"Premier League"
"Posession","Home","50%",422290,"Premier League"
"Posession","Away","50%",422290,"Premier League"
"Shots","Home","4",422290,"Premier League"
"Shots","Away","18",422290,"Premier League"
"Goals","Home","1",422290,"Premier League"
"Goals","Away","1",422290,"Premier League"
"Posession","Home","52%",450986,"Premier League"
"Posession","Away","48%",450986,"Premier League"
"Shots","Home","13",450986,"Premier League"
"Shots","Away","9",450986,"Premier League"
"Goals","Home","2",450986,"Premier League"
"Goals","Away","1",450986,"Premier League"
"Posession","Home","45%",450968,"Premier League"
"Posession","Away","55%",450968,"Premier League"
"Shots","Home","6",450968,"Premier League"
"Shots","Away","28",450968,"Premier League"
"Goals","Home","2",450968,"Premier League"
"Goals","Away","2",450968,"Premier League"
"Posession","Home","42%",450953,"Premier League"
"Posession","Away","58%",450953,"Premier League"
"Shots","Home","13",450953,"Premier League"
"Shots","Away","18",450953,"Premier League"
"Goals","Home","1",450953,"Premier League"
"Goals","Away","3",450953,"Premier League"
"Posession","Home","41%",450942,"Premier League"
"Posession","Away","59%",450942,"Premier League"
"Shots","Home","8",450942,"Premier League"
"Shots","Away","18",450942,"Premier League"
"Goals","Home","1",450942,"Premier League"
"Goals","Away","2",450942,"Premier League"
"Posession","Home","37%",450900,"Premier League"
"Posession","Away","63%",450900,"Premier League"
"Shots","Home","6",450900,"Premier League"
"Shots","Away","9",450900,"Premier League"
"Goals","Home","1",450900,"Premier League"
"Goals","Away","3",450900,"Premier League"
"Posession","Home","39%",395752,"Premier League"
"Posession","Away","61%",395752,"Premier League"
"Shots","Home","9",395752,"Premier League"
"Shots","Away","11",395752,"Premier League"
"Goals","Home","1",395752,"Premier League"
"Goals","Away","3",395752,"Premier League"
"Posession","Home","36%",395737,"Premier League"
"Posession","Away","64%",395737,"Premier League"
"Shots","Home","9",395737,"Premier League"
"Shots","Away","7",395737,"Premier League"
"Goals","Home","0",395737,"Premier League"
"Goals","Away","0",395737,"Premier League"
"Posession","Home","62%",395590,"Premier League"
"Posession","Away","38%",395590,"Premier League"
"Shots","Home","17",395590,"Premier League"
"Shots","Away","12",395590,"Premier League"
"Goals","Home","2",395590,"Premier League"
"Goals","Away","2",395590,"Premier League"
"Posession","Home","57%",395542,"Premier League"
"Posession","Away","43%",395542,"Premier League"
"Shots","Home","11",395542,"Premier League"
"Shots","Away","13",395542,"Premier League"
"Goals","Home","3",395542,"Premier League"
"Goals","Away","1",395542,"Premier League"
"Posession","Home","61%",395527,"Premier League"
"Posession","Away","39%",395527,"Premier League"
"Shots","Home","14",395527,"Premier League"
"Shots","Away","10",395527,"Premier League"
"Goals","Home","1",395527,"Premier League"
"Goals","Away","1",395527,"Premier League"
"Posession","Home","30%",395501,"Premier League"
"Posession","Away","70%",395501,"Premier League"
"Shots","Home","10",395501,"Premier League"
"Shots","Away","22",395501,"Premier League"
"Goals","Home","1",395501,"Premier League"
"Goals","Away","0",395501,"Premier League"
"Posession","Home","54%",395436,"Premier League"
"Posession","Away","46%",395436,"Premier League"
"Shots","Home","21",395436,"Premier League"
"Shots","Away","8",395436,"Premier League"
"Goals","Home","0",395436,"Premier League"
"Goals","Away","1",395436,"Premier League"
"Posession","Home","60%",450980,"Premier League"
"Posession","Away","40%",450980,"Premier League"
"Shots","Home","22",450980,"Premier League"
"Shots","Away","6",450980,"Premier League"
"Goals","Home","3",450980,"Premier League"
"Goals","Away","0",450980,"Premier League"
"Posession","Home","43%",450956,"Premier League"
"Posession","Away","57%",450956,"Premier League"
"Shots","Home","13",450956,"Premier League"
"Shots","Away","12",450956,"Premier League"
"Goals","Home","2",450956,"Premier League"
"Goals","Away","0",450956,"Premier League"
"Posession","Home","33%",450881,"Premier League"
"Posession","Away","67%",450881,"Premier League"
"Shots","Home","10",450881,"Premier League"
"Shots","Away","21",450881,"Premier League"
"Goals","Home","1",450881,"Premier League"
"Goals","Away","2",450881,"Premier League"
"Posession","Home","55%",450809,"Premier League"
"Posession","Away","45%",450809,"Premier League"
"Shots","Home","14",450809,"Premier League"
"Shots","Away","11",450809,"Premier League"
"Goals","Home","2",450809,"Premier League"
"Goals","Away","1",450809,"Premier League"
"Posession","Home","34%",318050,"Premier League"
"Posession","Away","66%",318050,"Premier League"
"Shots","Home","6",318050,"Premier League"
"Shots","Away","19",318050,"Premier League"
"Goals","Home","0",318050,"Premier League"
"Goals","Away","0",318050,"Premier League"
"Posession","Home","57%",318172,"Premier League"
"Posession","Away","43%",318172,"Premier League"
"Shots","Home","14",318172,"Premier League"
"Shots","Away","22",318172,"Premier League"
"Goals","Home","3",318172,"Premier League"
"Goals","Away","1",318172,"Premier League"
"Posession","Home","50%",318226,"Premier League"
"Posession","Away","50%",318226,"Premier League"
"Shots","Home","16",318226,"Premier League"
"Shots","Away","7",318226,"Premier League"
"Goals","Home","2",318226,"Premier League"
"Goals","Away","1",318226,"Premier League"
"Posession","Home","44%",318100,"Premier League"
"Posession","Away","56%",318100,"Premier League"
"Shots","Home","20",318100,"Premier League"
"Shots","Away","16",318100,"Premier League"
"Goals","Home","3",318100,"Premier League"
"Goals","Away","3",318100,"Premier League"
"Posession","Home","71%",318019,"Premier League"
"Posession","Away","29%",318019,"Premier League"
"Shots","Home","23",318019,"Premier League"
"Shots","Away","8",318019,"Premier League"
"Goals","Home","1",318019,"Premier League"
"Goals","Away","0",318019,"Premier League"
"Posession","Home","60%",318155,"Premier League"
"Posession","Away","40%",318155,"Premier League"
"Shots","Home","21",318155,"Premier League"
"Shots","Away","7",318155,"Premier League"
"Goals","Home","2",318155,"Premier League"
"Goals","Away","1",318155,"Premier League"
"Posession","Home","53%",317961,"Premier League"
"Posession","Away","47%",317961,"Premier League"
"Shots","Home","23",317961,"Premier League"
"Shots","Away","11",317961,"Premier League"
"Goals","Home","4",317961,"Premier League"
"Goals","Away","1",317961,"Premier League"
"Posession","Home","49%",345762,"Premier League"
"Posession","Away","51%",345762,"Premier League"
"Shots","Home","15",345762,"Premier League"
"Shots","Away","15",345762,"Premier League"
"Goals","Home","2",345762,"Premier League"
"Goals","Away","3",345762,"Premier League"
"Posession","Home","42%",345732,"Premier League"
"Posession","Away","58%",345732,"Premier League"
"Shots","Home","6",345732,"Premier League"
"Shots","Away","9",345732,"Premier League"
"Goals","Home","0",345732,"Premier League"
"Goals","Away","0",345732,"Premier League"
"Posession","Home","58%",345893,"Premier League"
"Posession","Away","42%",345893,"Premier League"
"Shots","Home","18",345893,"Premier League"
"Shots","Away","6",345893,"Premier League"
"Goals","Home","2",345893,"Premier League"
"Goals","Away","2",345893,"Premier League"
"Posession","Home","47%",345617,"Premier League"
"Posession","Away","53%",345617,"Premier League"
"Shots","Home","15",345617,"Premier League"
"Shots","Away","9",345617,"Premier League"
"Goals","Home","2",345617,"Premier League"
"Goals","Away","0",345617,"Premier League"
"Posession","Home","57%",345561,"Premier League"
"Posession","Away","43%",345561,"Premier League"
"Shots","Home","21",345561,"Premier League"
"Shots","Away","11",345561,"Premier League"
"Goals","Home","2",345561,"Premier League"
"Goals","Away","2",345561,"Premier League"
"Posession","Home","51%",367475,"Premier League"
"Posession","Away","49%",367475,"Premier League"
"Shots","Home","23",367475,"Premier League"
"Shots","Away","7",367475,"Premier League"
"Goals","Home","2",367475,"Premier League"
"Goals","Away","0",367475,"Premier League"
"Posession","Home","55%",367463,"Premier League"
"Posession","Away","45%",367463,"Premier League"
"Shots","Home","12",367463,"Premier League"
"Shots","Away","8",367463,"Premier League"
"Goals","Home","0",367463,"Premier League"
"Goals","Away","0",367463,"Premier League"
"Posession","Home","51%",367367,"Premier League"
"Posession","Away","49%",367367,"Premier League"
"Shots","Home","16",367367,"Premier League"
"Shots","Away","9",367367,"Premier League"
"Goals","Home","3",367367,"Premier League"
"Goals","Away","1",367367,"Premier League"
"Posession","Home","43%",367346,"Premier League"
"Posession","Away","57%",367346,"Premier League"
"Shots","Home","9",367346,"Premier League"
"Shots","Away","15",367346,"Premier League"
"Goals","Home","3",367346,"Premier League"
"Goals","Away","2",367346,"Premier League"
"Posession","Home","52%",367311,"Premier League"
"Posession","Away","48%",367311,"Premier League"
"Shots","Home","11",367311,"Premier League"
"Shots","Away","8",367311,"Premier League"
"Goals","Home","2",367311,"Premier League"
"Goals","Away","1",367311,"Premier League"
"Posession","Home","44%",367292,"Premier League"
"Posession","Away","56%",367292,"Premier League"
"Shots","Home","10",367292,"Premier League"
"Shots","Away","14",367292,"Premier League"
"Goals","Home","0",367292,"Premier League"
"Goals","Away","2",367292,"Premier League"
"Posession","Home","65%",367265,"Premier League"
"Posession","Away","35%",367265,"Premier League"
"Shots","Home","24",367265,"Premier League"
"Shots","Away","18",367265,"Premier League"
"Goals","Home","0",367265,"Premier League"
"Goals","Away","1",367265,"Premier League"
"Posession","Home","51%",367188,"Premier League"
"Posession","Away","49%",367188,"Premier League"
"Shots","Home","18",367188,"Premier League"
"Shots","Away","4",367188,"Premier League"
"Goals","Home","3",367188,"Premier League"
"Goals","Away","0",367188,"Premier League"
"Posession","Home","73%",367158,"Premier League"
"Posession","Away","27%",367158,"Premier League"
"Shots","Home","26",367158,"Premier League"
"Shots","Away","11",367158,"Premier League"
"Goals","Home","0",367158,"Premier League"
"Goals","Away","2",367158,"Premier League"
"Posession","Home","63%",395796,"Premier League"
"Posession","Away","37%",395796,"Premier League"
"Shots","Home","27",395796,"Premier League"
"Shots","Away","6",395796,"Premier League"
"Goals","Home","2",395796,"Premier League"
"Goals","Away","0",395796,"Premier League"
"Posession","Home","58%",395716,"Premier League"
"Posession","Away","42%",395716,"Premier League"
"Shots","Home","16",395716,"Premier League"
"Shots","Away","6",395716,"Premier League"
"Goals","Home","1",395716,"Premier League"
"Goals","Away","1",395716,"Premier League"
"Posession","Home","52%",395681,"Premier League"
"Posession","Away","48%",395681,"Premier League"
"Shots","Home","19",395681,"Premier League"
"Shots","Away","9",395681,"Premier League"
"Goals","Home","1",395681,"Premier League"
"Goals","Away","1",395681,"Premier League"
"Posession","Home","58%",395663,"Premier League"
"Posession","Away","42%",395663,"Premier League"
"Shots","Home","12",395663,"Premier League"
"Shots","Away","15",395663,"Premier League"
"Goals","Home","1",395663,"Premier League"
"Goals","Away","2",395663,"Premier League"
"Posession","Home","60%",395617,"Premier League"
"Posession","Away","40%",395617,"Premier League"
"Shots","Home","12",395617,"Premier League"
"Shots","Away","8",395617,"Premier League"
"Goals","Home","2",395617,"Premier League"
"Goals","Away","0",395617,"Premier League"
"Posession","Home","51%",395609,"Premier League"
"Posession","Away","49%",395609,"Premier League"
"Shots","Home","13",395609,"Premier League"
"Shots","Away","15",395609,"Premier League"
"Goals","Home","0",395609,"Premier League"
"Goals","Away","2",395609,"Premier League"
"Posession","Home","39%",395591,"Premier League"
"Posession","Away","61%",395591,"Premier League"
"Shots","Home","9",395591,"Premier League"
"Shots","Away","7",395591,"Premier League"
"Goals","Home","1",395591,"Premier League"
"Goals","Away","1",395591,"Premier League"
"Posession","Home","61%",395504,"Premier League"
"Posession","Away","39%",395504,"Premier League"
"Shots","Home","22",395504,"Premier League"
"Shots","Away","12",395504,"Premier League"
"Goals","Home","1",395504,"Premier League"
"Goals","Away","1",395504,"Premier League"
"Posession","Home","43%",395492,"Premier League"
"Posession","Away","57%",395492,"Premier League"
"Shots","Home","19",395492,"Premier League"
"Shots","Away","8",395492,"Premier League"
"Goals","Home","2",395492,"Premier League"
"Goals","Away","3",395492,"Premier League"
"Posession","Home","60%",395488,"Premier League"
"Posession","Away","40%",395488,"Premier League"
"Shots","Home","19",395488,"Premier League"
"Shots","Away","7",395488,"Premier League"
"Goals","Home","2",395488,"Premier League"
"Goals","Away","1",395488,"Premier League"
"Posession","Home","30%",395465,"Premier League"
"Posession","Away","70%",395465,"Premier League"
"Shots","Home","7",395465,"Premier League"
"Shots","Away","15",395465,"Premier League"
"Goals","Home","1",395465,"Premier League"
"Goals","Away","0",395465,"Premier League"
"Posession","Home","37%",395771,"Premier League"
"Posession","Away","63%",395771,"Premier League"
"Shots","Home","8",395771,"Premier League"
"Shots","Away","11",395771,"Premier League"
"Goals","Home","1",395771,"Premier League"
"Goals","Away","3",395771,"Premier League"
"Posession","Home","48%",395437,"Premier League"
"Posession","Away","52%",395437,"Premier League"
"Shots","Home","8",395437,"Premier League"
"Shots","Away","15",395437,"Premier League"
"Goals","Home","1",395437,"Premier League"
"Goals","Away","1",395437,"Premier League"
"Posession","Home","49%",422647,"Premier League"
"Posession","Away","51%",422647,"Premier League"
"Shots","Home","18",422647,"Premier League"
"Shots","Away","10",422647,"Premier League"
"Goals","Home","3",422647,"Premier League"
"Goals","Away","0",422647,"Premier League"
"Posession","Home","60%",422589,"Premier League"
"Posession","Away","40%",422589,"Premier League"
"Shots","Home","10",422589,"Premier League"
"Shots","Away","13",422589,"Premier League"
"Goals","Home","1",422589,"Premier League"
"Goals","Away","3",422589,"Premier League"
"Posession","Home","43%",422559,"Premier League"
"Posession","Away","57%",422559,"Premier League"
"Shots","Home","8",422559,"Premier League"
"Shots","Away","16",422559,"Premier League"
"Goals","Home","1",422559,"Premier League"
"Goals","Away","3",422559,"Premier League"
"Posession","Home","37%",422545,"Premier League"
"Posession","Away","63%",422545,"Premier League"
"Shots","Home","8",422545,"Premier League"
"Shots","Away","19",422545,"Premier League"
"Goals","Home","1",422545,"Premier League"
"Goals","Away","0",422545,"Premier League"
"Posession","Home","63%",422516,"Premier League"
"Posession","Away","37%",422516,"Premier League"
"Shots","Home","19",422516,"Premier League"
"Shots","Away","15",422516,"Premier League"
"Goals","Home","0",422516,"Premier League"
"Goals","Away","1",422516,"Premier League"
"Posession","Home","34%",422506,"Premier League"
"Posession","Away","66%",422506,"Premier League"
"Shots","Home","9",422506,"Premier League"
"Shots","Away","11",422506,"Premier League"
"Goals","Home","2",422506,"Premier League"
"Goals","Away","1",422506,"Premier League"
"Posession","Home","62%",422492,"Premier League"
"Posession","Away","38%",422492,"Premier League"
"Shots","Home","17",422492,"Premier League"
"Shots","Away","12",422492,"Premier League"
"Goals","Home","2",422492,"Premier League"
"Goals","Away","2",422492,"Premier League"
"Posession","Home","67%",422477,"Premier League"
"Posession","Away","33%",422477,"Premier League"
"Shots","Home","12",422477,"Premier League"
"Shots","Away","8",422477,"Premier League"
"Goals","Home","0",422477,"Premier League"
"Goals","Away","0",422477,"Premier League"
"Posession","Home","45%",422430,"Premier League"
"Posession","Away","55%",422430,"Premier League"
"Shots","Home","12",422430,"Premier League"
"Shots","Away","12",422430,"Premier League"
"Goals","Home","0",422430,"Premier League"
"Goals","Away","0",422430,"Premier League"
"Posession","Home","49%",422419,"Premier League"
"Posession","Away","51%",422419,"Premier League"
"Shots","Home","16",422419,"Premier League"
"Shots","Away","17",422419,"Premier League"
"Goals","Home","1",422419,"Premier League"
"Goals","Away","1",422419,"Premier League"
"Posession","Home","35%",422398,"Premier League"
"Posession","Away","65%",422398,"Premier League"
"Shots","Home","7",422398,"Premier League"
"Shots","Away","16",422398,"Premier League"
"Goals","Home","1",422398,"Premier League"
"Goals","Away","2",422398,"Premier League"
"Posession","Home","49%",422382,"Premier League"
"Posession","Away","51%",422382,"Premier League"
"Shots","Home","20",422382,"Premier League"
"Shots","Away","17",422382,"Premier League"
"Goals","Home","1",422382,"Premier League"
"Goals","Away","1",422382,"Premier League"
"Posession","Home","55%",422365,"Premier League"
"Posession","Away","45%",422365,"Premier League"
"Shots","Home","28",422365,"Premier League"
"Shots","Away","13",422365,"Premier League"
"Goals","Home","1",422365,"Premier League"
"Goals","Away","1",422365,"Premier League"
"Posession","Home","52%",422328,"Premier League"
"Posession","Away","48%",422328,"Premier League"
"Shots","Home","11",422328,"Premier League"
"Shots","Away","11",422328,"Premier League"
"Goals","Home","0",422328,"Premier League"
"Goals","Away","3",422328,"Premier League"
"Posession","Home","45%",422316,"Premier League"
"Posession","Away","55%",422316,"Premier League"
"Shots","Home","13",422316,"Premier League"
"Shots","Away","16",422316,"Premier League"
"Goals","Home","1",422316,"Premier League"
"Goals","Away","4",422316,"Premier League"
"Posession","Home","54%",422288,"Premier League"
"Posession","Away","46%",422288,"Premier League"
"Shots","Home","17",422288,"Premier League"
"Shots","Away","18",422288,"Premier League"
"Goals","Home","1",422288,"Premier League"
"Goals","Away","1",422288,"Premier League"
"Posession","Home","38%",450991,"Premier League"
"Posession","Away","62%",450991,"Premier League"
"Shots","Home","6",450991,"Premier League"
"Shots","Away","13",450991,"Premier League"
"Goals","Home","1",450991,"Premier League"
"Goals","Away","2",450991,"Premier League"
"Posession","Home","53%",450961,"Premier League"
"Posession","Away","47%",450961,"Premier League"
"Shots","Home","12",450961,"Premier League"
"Shots","Away","13",450961,"Premier League"
"Goals","Home","1",450961,"Premier League"
"Goals","Away","2",450961,"Premier League"
"Posession","Home","41%",450940,"Premier League"
"Posession","Away","59%",450940,"Premier League"
"Shots","Home","8",450940,"Premier League"
"Shots","Away","22",450940,"Premier League"
"Goals","Home","0",450940,"Premier League"
"Goals","Away","2",450940,"Premier League"
"Posession","Home","55%",450931,"Premier League"
"Posession","Away","45%",450931,"Premier League"
"Shots","Home","16",450931,"Premier League"
"Shots","Away","5",450931,"Premier League"
"Goals","Home","3",450931,"Premier League"
"Goals","Away","0",450931,"Premier League"
"Posession","Home","44%",450920,"Premier League"
"Posession","Away","56%",450920,"Premier League"
"Shots","Home","14",450920,"Premier League"
"Shots","Away","16",450920,"Premier League"
"Goals","Home","4",450920,"Premier League"
"Goals","Away","0",450920,"Premier League"
"Posession","Home","55%",450911,"Premier League"
"Posession","Away","45%",450911,"Premier League"
"Shots","Home","10",450911,"Premier League"
"Shots","Away","13",450911,"Premier League"
"Goals","Home","0",450911,"Premier League"
"Goals","Away","2",450911,"Premier League"
"Posession","Home","61%",450870,"Premier League"
"Posession","Away","39%",450870,"Premier League"
"Shots","Home","14",450870,"Premier League"
"Shots","Away","10",450870,"Premier League"
"Goals","Home","1",450870,"Premier League"
"Goals","Away","3",450870,"Premier League"
"Posession","Home","44%",450828,"Premier League"
"Posession","Away","56%",450828,"Premier League"
"Shots","Home","14",450828,"Premier League"
"Shots","Away","7",450828,"Premier League"
"Goals","Home","3",450828,"Premier League"
"Goals","Away","0",450828,"Premier League"
"Posession","Home","60%",450823,"Premier League"
"Posession","Away","40%",450823,"Premier League"
"Shots","Home","18",450823,"Premier League"
"Shots","Away","5",450823,"Premier League"
"Goals","Home","4",450823,"Premier League"
"Goals","Away","2",450823,"Premier League"
"Posession","Home","56%",318117,"Premier League"
"Posession","Away","44%",318117,"Premier League"
"Shots","Home","15",318117,"Premier League"
"Shots","Away","11",318117,"Premier League"
"Goals","Home","1",318117,"Premier League"
"Goals","Away","1",318117,"Premier League"
"Posession","Home","51%",318074,"Premier League"
"Posession","Away","49%",318074,"Premier League"
"Shots","Home","17",318074,"Premier League"
"Shots","Away","7",318074,"Premier League"
"Goals","Home","1",318074,"Premier League"
"Goals","Away","1",318074,"Premier League"
"Posession","Home","55%",318146,"Premier League"
"Posession","Away","45%",318146,"Premier League"
"Shots","Home","11",318146,"Premier League"
"Shots","Away","10",318146,"Premier League"
"Goals","Home","2",318146,"Premier League"
"Goals","Away","1",318146,"Premier League"
"Posession","Home","52%",345796,"Premier League"
"Posession","Away","48%",345796,"Premier League"
"Shots","Home","14",345796,"Premier League"
"Shots","Away","8",345796,"Premier League"
"Goals","Home","1",345796,"Premier League"
"Goals","Away","2",345796,"Premier League"
"Posession","Home","46%",345657,"Premier League"
"Posession","Away","54%",345657,"Premier League"
"Shots","Home","15",345657,"Premier League"
"Shots","Away","13",345657,"Premier League"
"Goals","Home","2",345657,"Premier League"
"Goals","Away","1",345657,"Premier League"
"Posession","Home","55%",367479,"Premier League"
"Posession","Away","45%",367479,"Premier League"
"Shots","Home","25",367479,"Premier League"
"Shots","Away","12",367479,"Premier League"
"Goals","Home","1",367479,"Premier League"
"Goals","Away","0",367479,"Premier League"
"Posession","Home","43%",367457,"Premier League"
"Posession","Away","57%",367457,"Premier League"
"Shots","Home","11",367457,"Premier League"
"Shots","Away","10",367457,"Premier League"
"Goals","Home","1",367457,"Premier League"
"Goals","Away","0",367457,"Premier League"
"Posession","Home","38%",367365,"Premier League"
"Posession","Away","62%",367365,"Premier League"
"Shots","Home","12",367365,"Premier League"
"Shots","Away","9",367365,"Premier League"
"Goals","Home","3",367365,"Premier League"
"Goals","Away","1",367365,"Premier League"
"Posession","Home","51%",367293,"Premier League"
"Posession","Away","49%",367293,"Premier League"
"Shots","Home","13",367293,"Premier League"
"Shots","Away","13",367293,"Premier League"
"Goals","Home","3",367293,"Premier League"
"Goals","Away","5",367293,"Premier League"
"Posession","Home","47%",367178,"Premier League"
"Posession","Away","53%",367178,"Premier League"
"Shots","Home","10",367178,"Premier League"
"Shots","Away","13",367178,"Premier League"
"Goals","Home","3",367178,"Premier League"
"Goals","Away","2",367178,"Premier League"
"Posession","Home","56%",395756,"Premier League"
"Posession","Away","44%",395756,"Premier League"
"Shots","Home","12",395756,"Premier League"
"Shots","Away","12",395756,"Premier League"
"Goals","Home","2",395756,"Premier League"
"Goals","Away","1",395756,"Premier League"
"Posession","Home","53%",395744,"Premier League"
"Posession","Away","47%",395744,"Premier League"
"Shots","Home","9",395744,"Premier League"
"Shots","Away","11",395744,"Premier League"
"Goals","Home","3",395744,"Premier League"
"Goals","Away","1",395744,"Premier League"
"Posession","Home","66%",395684,"Premier League"
"Posession","Away","34%",395684,"Premier League"
"Shots","Home","17",395684,"Premier League"
"Shots","Away","6",395684,"Premier League"
"Goals","Home","0",395684,"Premier League"
"Goals","Away","0",395684,"Premier League"
"Posession","Home","48%",395651,"Premier League"
"Posession","Away","52%",395651,"Premier League"
"Shots","Home","16",395651,"Premier League"
"Shots","Away","13",395651,"Premier League"
"Goals","Home","1",395651,"Premier League"
"Goals","Away","0",395651,"Premier League"
"Posession","Home","47%",395784,"Premier League"
"Posession","Away","53%",395784,"Premier League"
"Shots","Home","20",395784,"Premier League"
"Shots","Away","11",395784,"Premier League"
"Goals","Home","1",395784,"Premier League"
"Goals","Away","3",395784,"Premier League"
"Posession","Home","55%",395618,"Premier League"
"Posession","Away","45%",395618,"Premier League"
"Shots","Home","11",395618,"Premier League"
"Shots","Away","19",395618,"Premier League"
"Goals","Home","3",395618,"Premier League"
"Goals","Away","0",395618,"Premier League"
"Posession","Home","59%",395778,"Premier League"
"Posession","Away","41%",395778,"Premier League"
"Shots","Home","18",395778,"Premier League"
"Shots","Away","16",395778,"Premier League"
"Goals","Home","2",395778,"Premier League"
"Goals","Away","2",395778,"Premier League"
"Posession","Home","60%",395528,"Premier League"
"Posession","Away","40%",395528,"Premier League"
"Shots","Home","13",395528,"Premier League"
"Shots","Away","6",395528,"Premier League"
"Goals","Home","0",395528,"Premier League"
"Goals","Away","2",395528,"Premier League"
"Posession","Home","48%",395521,"Premier League"
"Posession","Away","52%",395521,"Premier League"
"Shots","Home","11",395521,"Premier League"
"Shots","Away","8",395521,"Premier League"
"Goals","Home","2",395521,"Premier League"
"Goals","Away","1",395521,"Premier League"
"Posession","Home","42%",395495,"Premier League"
"Posession","Away","58%",395495,"Premier League"
"Shots","Home","7",395495,"Premier League"
"Shots","Away","6",395495,"Premier League"
"Goals","Home","1",395495,"Premier League"
"Goals","Away","2",395495,"Premier League"
"Posession","Home","31%",395464,"Premier League"
"Posession","Away","69%",395464,"Premier League"
"Shots","Home","7",395464,"Premier League"
"Shots","Away","12",395464,"Premier League"
"Goals","Home","1",395464,"Premier League"
"Goals","Away","0",395464,"Premier League"
"Posession","Home","45%",395419,"Premier League"
"Posession","Away","55%",395419,"Premier League"
"Shots","Home","15",395419,"Premier League"
"Shots","Away","13",395419,"Premier League"
"Goals","Home","6",395419,"Premier League"
"Goals","Away","1",395419,"Premier League"
"Posession","Home","47%",422657,"Premier League"
"Posession","Away","53%",422657,"Premier League"
"Shots","Home","7",422657,"Premier League"
"Shots","Away","8",422657,"Premier League"
"Goals","Home","0",422657,"Premier League"
"Goals","Away","1",422657,"Premier League"
"Posession","Home","55%",422646,"Premier League"
"Posession","Away","45%",422646,"Premier League"
"Shots","Home","18",422646,"Premier League"
"Shots","Away","13",422646,"Premier League"
"Goals","Home","1",422646,"Premier League"
"Goals","Away","0",422646,"Premier League"
"Posession","Home","56%",422618,"Premier League"
"Posession","Away","44%",422618,"Premier League"
"Shots","Home","9",422618,"Premier League"
"Shots","Away","8",422618,"Premier League"
"Goals","Home","3",422618,"Premier League"
"Goals","Away","1",422618,"Premier League"
"Posession","Home","58%",422539,"Premier League"
"Posession","Away","42%",422539,"Premier League"
"Shots","Home","11",422539,"Premier League"
"Shots","Away","14",422539,"Premier League"
"Goals","Home","1",422539,"Premier League"
"Goals","Away","4",422539,"Premier League"
"Posession","Home","65%",422488,"Premier League"
"Posession","Away","35%",422488,"Premier League"
"Shots","Home","26",422488,"Premier League"
"Shots","Away","7",422488,"Premier League"
"Goals","Home","1",422488,"Premier League"
"Goals","Away","0",422488,"Premier League"
"Posession","Home","53%",422449,"Premier League"
"Posession","Away","47%",422449,"Premier League"
"Shots","Home","19",422449,"Premier League"
"Shots","Away","7",422449,"Premier League"
"Goals","Home","0",422449,"Premier League"
"Goals","Away","1",422449,"Premier League"
"Posession","Home","36%",422431,"Premier League"
"Posession","Away","64%",422431,"Premier League"
"Shots","Home","13",422431,"Premier League"
"Shots","Away","14",422431,"Premier League"
